,Tiers_Key,ancienne_classe_risque,date_entree_risque,classe_risque_actuelle,date_entree_classe_risque_actuelle,code_agence,code_dr,age_tiers,anciennete,sexe_rec,segment,etat_civil,situation_contractuelle,convention,employeur_client,revenu_mensuel,rupture_revenu,mvt_debit_moyen,duree_sommeil,max_credit,min_debit,nbr_mvt_credit,nbr_mvt_debit,nbr_open_comptes,nbr_closed_comptes,nbr_abonnements,nbr_desabonnements,total_placement,nbr_placements_actifs,nbr_placements_echus,nbr_open_engagements,nbr_closed_engagements,encours_Fin_periode,impaye_Fin_periode,nbr_impayes_periode,solde_moyen_mensuel,eng_cct,eng_cmt,eng_clt,Engagement_STB,Engagement_Secteur,anciennete_dern_eng_anticip,sortie_risque
0,4748,2,2019-12-31,1,2020-03-31,153,Z 510     ,76,61,Male,Particulier,0,5.0,-1,-1,1002.5,0,-93.98,1,650.0,-500.0,30,151,2,0,1,0,0.0,0,0,0,0,0.0,0.0,0.0,372.805,0.0,0.0,0.0,0.0,0.0,0.0,1
1,25361,3,2019-12-31,4,2020-06-30,0,Z 580     ,32,10,Male,Particulier,0,1.0,-1,-1,26.666666,0,-27.492,85,320.0,-35.422,1,8,2,0,0,0,0.0,0,0,1,4,0.0,0.0,0.0,-251.765,0.0,0.0,0.0,0.0,0.0,13.0,-1
2,58490,3,2019-12-31,1,2020-06-30,81,Z 510     ,40,19,Male,Professional,0,7.0,-1,-1,33.333333,0,-61.64,85,300.0,-150.037,2,29,2,0,1,0,0.0,0,0,0,0,0.0,0.0,0.0,-2269.873,0.0,0.0,0.0,0.0,0.0,0.0,1
3,92976,2,2019-12-31,1,2020-03-31,2,Z 580     ,73,44,Male,Professional,4,Indisponible,-1,-1,66.666666,0,-74.81,85,800.0,-500.0,1,20,1,0,1,0,0.0,0,0,0,2,0.0,0.0,0.0,-49.514,0.0,0.0,0.0,0.0,0.0,0.0,1
4,94379,4,2019-12-31,1,2020-06-30,2,Z 580     ,89,25,Male,Particulier,4,Indisponible,-1,-1,0.0,0,-16.66,85,0.0,-17.85,0,4,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,20.625,0.0,0.0,0.0,0.0,0.0,0.0,1
5,95487,2,2019-12-31,0,2020-09-30,2,Z 580     ,78,57,Male,Particulier,0,5.0,-1,-1,166.666666,0,-47.736,85,1000.0,-106.403,2,7,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,-892.619,0.0,0.0,0.0,0.0,298.0,0.0,1
6,95845,2,2019-12-31,0,2020-03-31,2,Z 580     ,79,43,Male,Professional,0,5.0,-1,-1,87653.833166,0,-11569.654,95,255380.0,-570000.0,98,245,2,0,4,0,0.0,0,0,0,2,0.0,0.0,0.0,802.746,0.0,0.0,0.0,0.0,0.0,0.0,1
7,96513,2,2019-12-31,3,2020-06-30,2,Z 580     ,74,31,Male,Particulier,4,Indisponible,-1,-1,5016.666666,0,-15037.094,85,60200.0,-60000.0,1,10,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,-124.616,0.0,0.0,0.0,0.0,0.0,0.0,-1
8,96531,4,2019-12-31,1,2020-06-30,2,Z 580     ,57,30,Male,Particulier,4,Indisponible,-1,-1,0.0,0,-16.66,85,0.0,-41.65,0,5,1,0,1,0,0.0,0,0,0,0,0.0,0.0,0.0,47.728,0.0,0.0,0.0,0.0,0.0,0.0,1
9,97843,4,2019-12-31,1,2020-06-30,2,Z 580     ,85,36,Male,Particulier,4,Indisponible,-1,-1,0.0,0,-16.717,85,0.0,-17.963,0,6,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,3.921,0.0,0.0,0.0,0.0,0.0,0.0,1
10,98338,4,2019-12-31,1,2020-06-30,2,Z 580     ,9,37,Male,Particulier,4,Indisponible,-1,-1,0.0,0,-16.66,85,0.0,-17.85,0,4,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,15.28,0.0,0.0,0.0,0.0,0.0,0.0,1
11,101028,4,2020-03-31,1,2020-06-30,2,Z 580     ,92,33,Male,Particulier,4,Indisponible,-1,-1,0.0,0,-16.66,85,0.0,-17.85,0,4,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,38.257,0.0,0.0,0.0,0.0,0.0,0.0,1
12,101158,2,2019-12-31,1,2020-03-31,62,Z 580     ,115,61,Male,Particulier,4,Indisponible,-1,-1,242592.667166,0,-1862.35,1,580000.0,-392737.603,1192,1570,30,0,7,0,0.0,0,7,1,28,6283801.657,0.0,0.0,22477.621,0.0,0.0,0.0,0.0,6508663.0,0.0,1
13,101625,3,2019-12-31,4,2020-06-30,2,Z 580     ,70,24,Male,Particulier,0,Indisponible,-1,-1,67.55325,0,-105.254,61,810.639,-268.96,1,59,2,0,0,0,0.0,0,0,1,13,3699.833,0.0,10.0,-2361.171,0.0,0.0,0.0,0.0,0.0,0.0,-1
14,101730,4,2020-03-31,1,2020-06-30,2,Z 580     ,54,29,Male,Particulier,0,5.0,-1,-1,0.0,0,-16.346,85,0.0,-41.65,0,7,2,0,2,0,0.0,0,0,0,0,0.0,0.0,0.0,56.37,0.0,0.0,0.0,0.0,0.0,0.0,1
15,102285,2,2020-06-30,0,2020-09-30,2,Z 580     ,56,23,Male,Particulier,4,Indisponible,-1,-1,950.721083,0,-187.893,32,1300.0,-1200.0,16,68,2,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,-299.7,0.0,0.0,0.0,0.0,1488.0,0.0,1
16,104501,4,2019-12-31,0,2020-09-30,2,Z 580     ,60,24,Male,Particulier,0,1.0,-1,-1,0.0,0,-18.625,85,0.0,-20.188,0,8,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,-46.405,0.0,0.0,0.0,0.0,0.0,0.0,1
17,105231,2,2019-12-31,0,2020-09-30,2,Z 580     ,52,27,Male,Particulier,4,Indisponible,-1,-1,87.5,0,-48.395,64,400.0,-350.0,7,29,1,0,1,0,0.0,0,0,0,1,0.0,0.0,0.0,57.164,0.0,0.0,0.0,0.0,0.0,0.0,1
18,105452,3,2019-12-31,4,2020-06-30,89,Z 580     ,53,22,Female,Particulier,1,1.0,-1,-1,1958.189666,0,-381.029,4,2000.0,-2789.336,35,117,2,0,3,0,0.0,0,0,1,5,5429.872,0.0,12.0,-37898.682,489600.0,0.0,0.0,0.0,0.0,0.0,-1
19,105718,3,2020-06-30,0,2020-09-30,2,Z 580     ,60,26,Male,Particulier,0,1.0,-1,-1,1121.4815,0,-240.526,1,1999.0,-2000.0,55,178,2,0,1,0,0.0,0,0,2,3,27872.496,2498.718,24.0,-1174.996,0.0,0.0,0.0,0.0,0.0,19.0,1
20,106195,3,2019-12-31,4,2020-06-30,2,Z 580     ,40,15,Male,Particulier,0,1.0,-1,1,391.666666,0,-402.657,8,1100.0,-875.785,5,43,1,0,1,0,0.0,0,0,0,0,19856.141,9112.749,24.0,-2108.741,0.0,0.0,0.0,0.0,0.0,0.0,-1
21,106198,4,2019-12-31,0,2020-06-30,2,Z 580     ,53,14,Male,Particulier,4,Indisponible,-1,-1,0.0,0,-23.972,85,0.0,-25.843,0,8,1,0,0,0,0.0,0,0,0,4,0.0,0.0,0.0,-214.245,0.0,0.0,0.0,0.0,0.0,0.0,1
22,106790,2,2019-12-31,3,2020-06-30,2,Z 580     ,46,15,Male,Professional,4,Indisponible,-1,-1,166.666666,0,-292.213,29,2000.0,-2000.0,1,18,1,0,1,0,0.0,0,0,0,3,0.0,0.0,0.0,-147.228,0.0,0.0,0.0,0.0,0.0,0.0,-1
23,107419,4,2020-03-31,1,2020-06-30,2,Z 580     ,48,13,Male,Particulier,4,Indisponible,-1,-1,0.0,0,-16.66,85,0.0,-20.0,0,5,1,0,0,0,0.0,0,0,0,2,0.0,0.0,0.0,52.277,0.0,0.0,0.0,0.0,0.0,0.0,1
24,107434,2,2019-12-31,0,2020-03-31,2,Z 580     ,49,12,Female,Particulier,4,Indisponible,-1,-1,234.852,1,-82.118,27,397.497,-216.073,15,77,1,0,2,0,0.0,0,0,0,4,0.0,0.0,15.0,-2376.288,0.0,0.0,0.0,0.0,0.0,0.0,1
25,107758,2,2019-12-31,3,2020-06-30,2,Z 580     ,49,13,Male,Professional,0,7.0,-1,-1,250.0,0,-619.334,85,2000.0,-1000.0,2,20,1,0,3,0,0.0,0,0,0,0,0.0,0.0,0.0,-470.324,0.0,0.0,0.0,0.0,592.0,0.0,-1
26,108271,3,2019-12-31,4,2020-06-30,2,Z 580     ,34,13,Female,Particulier,0,5.0,-1,-1,400.0,0,-172.319,85,1500.0,-1430.0,5,39,1,0,2,0,0.0,0,0,0,2,0.0,0.0,0.0,-2429.145,0.0,0.0,0.0,0.0,0.0,0.0,-1
27,108310,3,2019-12-31,4,2020-06-30,2,Z 580     ,55,12,Male,Particulier,4,Indisponible,-1,-1,16.666666,0,-20.72,85,200.0,-154.446,1,47,1,0,3,0,0.0,0,0,0,1,0.0,0.0,0.0,-784.823,0.0,0.0,0.0,0.0,0.0,0.0,-1
28,108318,4,2019-12-31,1,2020-06-30,2,Z 580     ,46,22,Male,Particulier,4,Indisponible,-1,-1,0.0,0,-5.914,85,0.0,-41.65,0,16,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,-14.95,0.0,0.0,0.0,0.0,0.0,0.0,1
29,108591,3,2019-12-31,4,2020-06-30,2,Z 580     ,39,14,Male,Particulier,4,Indisponible,-1,-1,100.0,0,-17.677,85,1200.0,-50.891,1,9,2,0,1,0,0.0,0,0,0,0,0.0,0.0,0.0,-28.573,0.0,0.0,0.0,0.0,0.0,0.0,-1
30,109168,3,2019-12-31,4,2020-06-30,2,Z 580     ,39,13,Male,Particulier,4,Indisponible,-1,-1,70.0,0,-24.497,85,840.0,-52.987,1,9,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,-650.197,0.0,0.0,0.0,0.0,0.0,0.0,-1
31,109199,2,2019-12-31,3,2020-06-30,2,Z 580     ,37,15,Female,Particulier,0,5.0,-1,-1,1367.017916,0,-1270.105,85,12189.245,-16400.645,6,20,2,0,1,0,0.0,0,0,0,0,0.0,0.0,0.0,-574.797,0.0,0.0,0.0,0.0,0.0,0.0,-1
32,109302,2,2019-12-31,3,2020-06-30,2,Z 580     ,47,22,Female,Professional,4,Indisponible,-1,-1,170.833333,0,-115.622,85,750.0,-300.0,12,23,2,0,1,0,0.0,0,0,0,2,0.0,0.0,0.0,-395.053,0.0,0.0,0.0,0.0,0.0,0.0,-1
33,109476,2,2019-12-31,3,2020-06-30,2,Z 580     ,39,13,Female,Particulier,0,5.0,-1,-1,2955.20625,0,-2950.14,85,30000.0,-30000.0,14,31,2,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,5479.16,0.0,0.0,0.0,0.0,0.0,0.0,-1
34,109636,2,2019-12-31,0,2020-09-30,2,Z 580     ,43,17,Male,Particulier,0,5.0,-1,-1,256.118333,0,-530.187,8,20000.0,-3000.0,17,58,3,0,3,0,0.0,0,0,0,1,0.0,0.0,0.0,211.23,0.0,0.0,0.0,0.0,0.0,0.0,1
35,109636,3,2020-06-30,0,2020-09-30,2,Z 580     ,43,17,Male,Particulier,0,5.0,-1,-1,256.118333,0,-530.187,8,20000.0,-3000.0,17,58,3,0,3,0,0.0,0,0,0,1,0.0,0.0,0.0,211.23,0.0,0.0,0.0,0.0,0.0,0.0,1
36,111298,3,2019-12-31,4,2020-06-30,2,Z 580     ,49,7,Male,Particulier,0,6.0,-1,-1,8.333333,0,-42.067,85,100.0,-89.076,1,10,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,-1954.737,0.0,0.0,0.0,0.0,0.0,0.0,-1
37,111301,3,2019-12-31,4,2020-06-30,2,Z 580     ,33,13,Male,Particulier,0,1.0,1,1,270.077083,0,-80.634,70,2440.925,-383.658,16,108,2,0,1,0,0.0,0,0,0,0,1998.151,4155.758,30.0,-578.316,0.0,0.0,0.0,0.0,0.0,0.0,-1
38,111591,4,2019-12-31,1,2020-06-30,2,Z 610     ,54,25,Male,Particulier,0,5.0,-1,-1,0.0,0,-44.44,85,0.0,-100.0,0,5,2,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,34.224,0.0,0.0,0.0,0.0,0.0,0.0,1
39,111821,4,2020-03-31,1,2020-06-30,2,Z 580     ,62,11,Female,Particulier,4,Indisponible,-1,-1,0.0,0,-155.15,85,0.0,-400.0,0,5,1,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,320.809,0.0,0.0,0.0,0.0,0.0,0.0,1
40,111829,3,2019-12-31,1,2020-06-30,2,Z 580     ,80,10,Female,Particulier,4,Indisponible,-1,-1,193.778583,0,-483.834,85,773.027,-2700.0,4,20,1,0,1,0,0.0,0,0,0,0,0.0,0.0,0.0,585.726,0.0,0.0,0.0,0.0,0.0,0.0,1
41,111901,3,2019-12-31,4,2020-06-30,2,Z 580     ,37,7,Female,Particulier,4,Indisponible,-1,-1,216.666666,0,-659.123,85,2600.0,-2600.0,1,12,1,0,1,0,0.0,0,0,0,0,0.0,0.0,0.0,486.221,0.0,0.0,0.0,0.0,0.0,0.0,-1
42,112174,2,2019-12-31,0,2020-06-30,2,Z 580     ,55,10,Male,Particulier,4,Indisponible,-1,-1,577.086083,0,-322.796,85,1040.717,-940.0,11,37,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,16.605,0.0,0.0,0.0,0.0,0.0,0.0,1
43,112487,2,2019-12-31,1,2020-03-31,2,Z 580     ,32,8,Male,Particulier,4,Indisponible,-1,-1,278.333333,0,-221.4,85,1809.4,-1750.0,5,20,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,11.48,0.0,0.0,0.0,0.0,2278.0,0.0,1
44,112502,2,2019-12-31,1,2020-03-31,2,Z 580     ,69,44,Male,Professional,4,Indisponible,-1,-1,8.333333,0,-11.273,85,100.0,-35.7,1,16,1,0,2,0,0.0,0,0,0,2,0.0,0.0,0.0,5.594,0.0,0.0,0.0,0.0,12.0,0.0,1
45,112670,2,2019-12-31,0,2020-03-31,2,Z 580     ,37,11,Female,Particulier,0,1.0,-1,-1,137.951166,0,-72.107,29,629.945,-300.0,7,78,2,0,1,0,0.0,0,0,1,2,3514.18,0.0,14.0,-457.928,0.0,0.0,0.0,0.0,0.0,0.0,1
46,112753,5,2020-03-31,0,2020-06-30,9,Z 580     ,51,21,Male,Professional,0,5.0,-1,-1,0.0,0,-112.188,56,0.0,-205.593,0,27,5,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,-2976.839,0.0,0.0,0.0,0.0,6498.0,0.0,1
47,113032,2,2019-12-31,0,2020-09-30,2,Z 580     ,43,9,Male,Professional,0,7.0,-1,-1,1705.346,0,-290.978,4,1100.0,-1300.0,37,92,2,0,2,0,0.0,0,0,0,0,0.0,0.0,0.0,-433.318,0.0,0.0,0.0,0.0,0.0,0.0,1
48,113032,3,2020-06-30,0,2020-09-30,2,Z 580     ,43,9,Male,Professional,0,7.0,-1,-1,1705.346,0,-290.978,4,1100.0,-1300.0,37,92,2,0,2,0,0.0,0,0,0,0,0.0,0.0,0.0,-433.318,0.0,0.0,0.0,0.0,0.0,0.0,1
49,113325,2,2019-12-31,3,2020-06-30,2,Z 580     ,50,7,Female,Particulier,4,Indisponible,-1,-1,294.166666,0,-117.448,85,400.0,-249.835,9,60,1,0,2,0,0.0,0,0,1,1,9444.373,1428.239,26.0,-529.628,0.0,0.0,0.0,0.0,0.0,0.0,-1
50,113328,2,2020-06-30,0,2020-09-30,2,Z 580     ,35,7,Female,Particulier,4,Indisponible,-1,-1,90.833333,0,-501.175,35,1090.0,-837.07,1,50,1,0,0,0,0.0,0,0,0,0,90384.299,6973.842,18.0,-4776.199,0.0,0.0,0.0,0.0,0.0,0.0,1
51,113336,3,2019-12-31,5,2020-06-30,2,Z 580     ,53,7,Female,Professional,0,7.0,-1,-1,25868.759666,0,-3780.53,29,220000.0,-220000.0,16,371,2,0,2,0,0.0,0,0,0,47,0.0,786700.0,15.0,-27089.22,0.0,13440000.0,0.0,0.0,1016450.0,24.0,-1
52,113355,2,2020-06-30,0,2020-09-30,2,Z 580     ,48,26,Male,Professional,0,7.0,-1,-1,4839.387166,0,-172.741,1,8104.264,-5000.0,36,341,4,0,3,0,0.0,0,0,0,1,0.0,0.0,0.0,1947.853,0.0,0.0,0.0,0.0,0.0,0.0,1
53,113884,2,2019-12-31,1,2020-03-31,2,Z 580     ,33,8,Female,Professional,0,7.0,-1,-1,3907.054666,0,-265.04,1,5000.0,-5261.975,47,199,3,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,2057.514,0.0,0.0,0.0,0.0,0.0,0.0,1
54,113898,2,2020-06-30,0,2020-09-30,2,Z 580     ,26,8,Male,Particulier,4,Indisponible,-1,-1,575.0,0,-1016.463,55,4000.0,-5400.0,3,15,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,736.002,0.0,0.0,0.0,0.0,0.0,0.0,1
55,113926,4,2019-12-31,0,2020-03-31,2,Z 580     ,41,29,Male,Professional,0,7.0,-1,-1,8.333333,0,-2679.888,85,14845.617,-8000.0,3,15,2,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,-2194.681,0.0,0.0,0.0,0.0,0.0,0.0,1
56,114100,3,2019-12-31,4,2020-06-30,2,Z 580     ,86,11,Male,Particulier,4,Indisponible,-1,-1,49.66625,0,-216.191,85,595.995,-610.0,1,12,1,0,2,0,0.0,0,0,0,1,0.0,0.0,0.0,-53.117,0.0,0.0,0.0,0.0,0.0,0.0,-1
57,114507,3,2019-12-31,4,2020-06-30,2,Z 580     ,7,7,Male,Particulier,4,Indisponible,-1,-1,5.833333,0,-34.198,85,70.0,-37.757,1,8,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,-48.567,0.0,0.0,0.0,0.0,0.0,0.0,-1
58,114703,2,2020-03-31,0,2020-09-30,2,Z 580     ,59,30,Male,Professional,1,5.0,-1,-1,0.0,0,-3818.25,5,51075.0,-35000.0,5,71,5,0,1,0,0.0,0,0,2,4,165200.0,70801.199,12.0,-478.432,0.0,0.0,0.0,0.0,238660.0,0.0,1
59,114703,3,2019-12-31,0,2020-09-30,2,Z 580     ,59,30,Male,Professional,1,5.0,-1,-1,0.0,0,-3818.25,5,51075.0,-35000.0,5,71,5,0,1,0,0.0,0,0,2,4,165200.0,70801.199,12.0,-478.432,0.0,0.0,0.0,0.0,238660.0,0.0,1
60,114800,2,2019-12-31,0,2020-03-31,2,Z 580     ,33,9,Male,Particulier,0,5.0,-1,-1,1241.666666,0,-103.724,85,8500.0,-2459.01,3,173,3,0,0,0,0.0,0,0,0,2,0.0,0.0,0.0,606.445,0.0,0.0,0.0,0.0,0.0,0.0,1
61,123743,4,2019-12-31,1,2020-06-30,2,Z 580     ,29,29,Female,Particulier,0,5.0,-1,-1,0.0,0,-16.66,85,0.0,-20.0,0,5,2,0,1,0,0.0,0,0,0,0,0.0,0.0,0.0,4.147,0.0,0.0,0.0,0.0,0.0,0.0,1
62,125194,2,2019-12-31,3,2020-06-30,2,Z 580     ,56,36,Female,Particulier,0,5.0,-1,-1,100.416666,0,-101.468,61,600.0,-500.0,6,74,2,0,1,0,0.0,0,0,1,9,7285.728,653.67,18.0,-1537.599,0.0,0.0,0.0,0.0,0.0,0.0,-1
63,125291,2,2019-12-31,0,2020-09-30,2,Z 580     ,41,19,Female,Particulier,0,2.0,1,-1,0.833333,0,-17.85,85,10.0,-41.65,1,2,2,0,1,0,0.0,0,0,0,0,0.0,0.0,0.0,-9.218,0.0,0.0,0.0,0.0,0.0,0.0,1
64,126260,2,2019-12-31,3,2020-06-30,89,Z 580     ,45,24,Male,Professional,1,1.0,-1,-1,2166.666666,0,-5551.125,85,8000.0,-8216.0,4,12,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,-12253.997,0.0,0.0,0.0,0.0,0.0,0.0,-1
65,127254,4,2019-12-31,1,2020-06-30,2,Z 580     ,67,31,Female,Particulier,4,Indisponible,-1,-1,0.0,0,-16.66,85,0.0,-17.85,0,4,2,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,28.321,0.0,0.0,0.0,0.0,0.0,0.0,1
66,132386,3,2019-12-31,4,2020-06-30,2,Z 580     ,66,27,Male,Professional,4,Indisponible,-1,-1,70.416666,0,-147.722,85,450.0,-400.0,9,15,2,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,61.28,0.0,0.0,0.0,0.0,0.0,0.0,-1
67,132402,2,2019-12-31,3,2020-06-30,2,Z 580     ,49,18,Female,Particulier,0,1.0,-1,1,87.5,0,-57.116,85,200.0,-198.783,7,47,2,0,3,0,0.0,0,0,0,4,0.0,0.0,8.0,-4457.858,0.0,0.0,0.0,0.0,0.0,0.0,-1
68,133178,2,2019-12-31,3,2020-06-30,51,Z 580     ,42,23,Male,Particulier,0,5.0,-1,-1,172.5,0,-56.24,29,230.0,-89.533,10,102,2,0,0,0,6000.0,0,0,3,1,10887.551,0.0,0.0,-1726.374,0.0,0.0,0.0,0.0,0.0,0.0,-1
69,133912,3,2019-12-31,4,2020-06-30,79,Z 580     ,41,13,Female,Particulier,0,1.0,-1,-1,1258.333333,0,-91.636,27,8300.0,-869.472,7,193,3,0,2,0,0.0,0,0,0,0,8502.182,7143.469,62.0,-1692.603,0.0,0.0,0.0,0.0,0.0,0.0,-1
70,134808,2,2019-12-31,0,2020-09-30,2,Z 580     ,33,14,Female,Particulier,0,2.0,1,-1,0.833333,0,-205.95,85,10.0,-570.0,5,4,2,0,1,0,0.0,0,0,0,0,0.0,0.0,0.0,112.498,0.0,0.0,0.0,0.0,0.0,0.0,1
71,135973,4,2020-06-30,0,2020-09-30,51,Z 580     ,46,25,Male,Particulier,0,5.0,-1,-1,1159.333333,1,-478.723,13,4819.0,-4819.0,24,69,3,0,4,0,0.0,0,0,0,0,0.0,0.0,0.0,-1317.924,0.0,0.0,0.0,0.0,0.0,0.0,1
72,135973,2,2019-12-31,0,2020-09-30,51,Z 580     ,46,25,Male,Particulier,0,5.0,-1,-1,1159.333333,1,-478.723,13,4819.0,-4819.0,24,69,3,0,4,0,0.0,0,0,0,0,0.0,0.0,0.0,-1317.924,0.0,0.0,0.0,0.0,0.0,0.0,1
73,137891,2,2019-12-31,1,2020-03-31,2,Z 580     ,61,29,Male,Particulier,4,Indisponible,-1,-1,255.416666,0,-254.507,85,1300.0,-3780.0,6,17,2,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1232.95,0.0,0.0,0.0,0.0,0.0,0.0,1
74,139757,4,2019-12-31,0,2020-09-30,2,Z 580     ,42,61,Male,Particulier,4,Indisponible,-1,-1,0.0,0,-19.334,85,8.3,-41.65,8,8,2,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,359.126,0.0,0.0,0.0,0.0,0.0,0.0,1
75,140519,2,2019-12-31,0,2020-03-31,2,Z 580     ,40,9,Female,Particulier,4,Indisponible,-1,-1,248.466666,1,-75.012,27,596.459,-475.0,13,73,1,0,2,0,0.0,0,0,0,2,0.0,0.0,12.0,-710.182,0.0,0.0,0.0,0.0,0.0,0.0,1
76,141153,2,2019-12-31,1,2020-06-30,64,Z 580     ,45,12,Male,Particulier,1,5.0,-1,-1,0.0,0,-17.85,85,8.18,-17.85,8,1,2,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,668.55,0.0,0.0,0.0,0.0,0.0,0.0,1
77,141371,2,2020-06-30,0,2020-09-30,2,Z 580     ,36,30,Male,Particulier,0,1.0,-1,1,733.333333,0,-183.385,28,1000.0,-793.0,21,98,3,0,3,0,0.0,0,0,1,2,4646.17,0.0,9.0,-32.136,0.0,0.0,0.0,0.0,0.0,0.0,1
78,141425,2,2019-12-31,0,2020-03-31,2,Z 580     ,32,12,Female,Particulier,0,5.0,-1,-1,0.0,0,0.0,0,0.0,-41.65,0,1,1,0,1,0,0.0,0,0,0,0,0.0,0.0,0.0,-20.825,0.0,0.0,0.0,0.0,0.0,0.0,1
79,141911,3,2019-12-31,1,2020-06-30,2,Z 580     ,48,10,Male,Particulier,4,Indisponible,-1,-1,4.39675,0,-44.44,85,52.761,-100.0,1,6,2,0,0,0,0.0,0,0,1,2,0.0,0.0,0.0,49.085,0.0,0.0,0.0,0.0,0.0,15.0,1
80,142109,2,2019-12-31,3,2020-06-30,2,Z 580     ,41,11,Female,Particulier,4,Indisponible,-1,-1,17.708333,0,-193.009,1,2500.0,-1000.0,18,68,2,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,-865.391,0.0,0.0,0.0,0.0,0.0,0.0,-1
81,142134,3,2019-12-31,0,2020-03-31,2,Z 580     ,34,10,Female,Particulier,0,1.0,1,-1,477.628416,0,-374.486,33,4203.68,-1500.0,7,35,2,0,1,0,0.0,0,0,0,2,0.0,0.0,2.0,-1982.118,0.0,0.0,0.0,0.0,0.0,0.0,1
82,142261,2,2019-12-31,3,2020-06-30,2,Z 580     ,38,9,Male,Particulier,4,Indisponible,-1,-1,50.81,0,-34.083,85,300.0,-38.488,3,19,2,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,-401.219,0.0,0.0,0.0,0.0,0.0,14.0,-1
83,142350,4,2020-03-31,0,2020-09-30,2,Z 580     ,38,14,Male,Particulier,4,Indisponible,-1,-1,0.0,0,-556.404,29,2000.0,-3000.0,10,25,2,0,3,0,0.0,0,0,0,0,0.0,0.0,0.0,3233.485,0.0,0.0,0.0,0.0,0.0,0.0,1
84,144190,2,2019-12-31,3,2020-06-30,2,Z 580     ,41,16,Male,Particulier,4,Indisponible,-1,-1,857.916666,0,-179.75,85,9810.0,-414.863,3,10,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,-6900.746,0.0,0.0,0.0,0.0,0.0,0.0,-1
85,145390,2,2019-12-31,1,2020-03-31,66,Z 510     ,27,14,Female,Particulier,0,6.0,-1,-1,0.0,0,-77.975,85,300.0,-150.0,3,6,3,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,72.895,0.0,0.0,0.0,0.0,0.0,0.0,1
86,157373,2,2020-06-30,0,2020-09-30,2,Z 580     ,36,9,Male,Particulier,0,5.0,-1,-1,929.166666,0,-529.468,35,3000.0,-3500.0,8,33,1,0,2,0,0.0,0,0,0,0,0.0,0.0,0.0,-2329.932,0.0,0.0,0.0,0.0,0.0,0.0,1
87,218437,3,2019-12-31,0,2020-06-30,124,Z 510     ,58,19,Female,Particulier,1,1.0,-1,-1,694.03625,0,-263.526,12,1312.0,-1400.0,17,80,3,0,2,0,0.0,0,0,1,4,3805.628,2001.208,19.0,-38.653,0.0,0.0,0.0,0.0,0.0,0.0,1
88,222450,4,2019-12-31,1,2020-06-30,50,Z 610     ,67,30,Female,Particulier,0,5.0,-1,-1,0.0,0,-67.981,85,0.0,-169.0,0,7,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,11.969,0.0,0.0,0.0,0.0,0.0,0.0,1
89,232171,4,2019-12-31,0,2020-06-30,141,Z 510     ,34,8,Male,Professional,1,1.0,-1,1,6615.851583,0,-282.354,5,20000.0,-4000.0,21,391,2,0,2,0,0.0,0,0,1,3,19035.833,0.0,2.0,-1835.284,0.0,0.0,0.0,0.0,0.0,0.0,1
90,235809,2,2020-03-31,0,2020-06-30,81,Z 510     ,48,12,Male,Particulier,0,1.0,-1,-1,630.8455,1,-96.776,8,668.996,-532.015,20,112,1,0,1,0,0.0,0,0,0,0,25686.441,4860.651,42.0,-846.636,0.0,0.0,0.0,0.0,0.0,0.0,1
91,235809,3,2019-12-31,0,2020-06-30,81,Z 510     ,48,12,Male,Particulier,0,1.0,-1,-1,630.8455,1,-96.776,8,668.996,-532.015,20,112,1,0,1,0,0.0,0,0,0,0,25686.441,4860.651,42.0,-846.636,0.0,0.0,0.0,0.0,0.0,0.0,1
